City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
306,Touros,BR,2020-08-24 00:06:33,-5.2,-35.46,73.4,83,20,5.82
307,Port Blair,IN,2020-08-24 00:11:22,11.67,92.75,81.21,83,99,8.34
308,Oktyabrskiy,RU,2020-08-24 00:11:22,54.48,53.47,52.72,89,0,2.28
309,Avera,US,2020-08-24 00:11:22,33.19,-82.53,77.0,81,40,6.93
310,Dwarka,IN,2020-08-24 00:11:22,22.24,68.97,82.58,82,100,22.95
311,Chongwe,ZM,2020-08-24 00:11:22,-15.33,28.68,53.08,75,90,3.13
312,Bonavista,CA,2020-08-24 00:11:23,48.65,-53.11,62.01,73,53,10.0
313,Ust-Omchug,RU,2020-08-24 00:11:23,61.15,149.63,42.3,61,3,6.58
314,Nsoko,SZ,2020-08-24 00:11:23,-27.03,31.95,59.74,84,0,2.53
315,Ostrovnoy,RU,2020-08-24 00:11:23,68.05,39.51,56.75,90,51,17.63
316,Hami,CN,2020-08-24 00:11:23,42.8,93.45,77.97,25,82,3.36
317,Leira,ES,2020-08-24 00:11:23,43.12,-8.4,64.4,88,8,3.36
318,Sorland,NO,2020-08-24 00:11:23,67.67,12.69,52.83,80,30,17.92
319,Zastron,ZA,2020-08-24 00:11:23,-30.3,27.08,45.18,51,0,5.14
320,Caravelas,BR,2020-08-24 00:11:23,-17.71,-39.25,69.31,80,100,10.69
321,Vila Velha,BR,2020-08-24 00:11:23,-20.33,-40.29,68.0,72,40,11.41
322,Shenzhen,CN,2020-08-24 00:11:23,22.55,114.07,87.01,79,33,4.47
323,Inhambane,MZ,2020-08-24 00:11:23,-23.86,35.38,64.56,77,0,8.01
324,Stromness,GB,2020-08-24 00:11:24,58.97,-3.3,46.4,81,62,3.36
325,Thinadhoo,MV,2020-08-24 00:11:24,0.53,72.93,83.23,71,86,7.92
326,Dingle,PH,2020-08-24 00:11:24,11.0,122.67,81.68,81,39,3.11
327,Tabou,CI,2020-08-24 00:11:24,4.42,-7.35,76.24,81,94,7.67
328,Yola,NG,2020-08-24 00:11:24,9.2,12.48,71.8,89,100,1.9
329,Griffith,US,2020-08-24 00:06:31,41.53,-87.42,84.2,58,75,8.05
330,Sao Joao Da Barra,BR,2020-08-24 00:11:24,-21.64,-41.05,64.89,72,3,11.61
331,Litovko,RU,2020-08-24 00:11:24,49.24,135.17,64.53,92,99,6.51
332,Marzuq,YE,2020-08-24 00:11:24,14.4,46.47,81.27,51,89,5.75
333,Estelle,US,2020-08-24 00:11:24,29.85,-90.11,82.99,83,40,6.93
334,Santa Maria Da Boa Vista,BR,2020-08-24 00:11:24,-8.81,-39.83,78.12,60,30,21.18
335,Baykit,RU,2020-08-24 00:11:24,61.67,96.37,55.38,82,0,1.66
336,Barguzin,RU,2020-08-24 00:11:25,53.62,109.62,57.99,82,87,5.44
337,Sept-Iles,CA,2020-08-24 00:07:54,50.2,-66.38,57.99,82,75,9.17
338,Hua Hin,TH,2020-08-24 00:11:25,12.57,99.96,77.0,83,20,2.24
339,Zaysan,KZ,2020-08-24 00:11:25,47.47,84.87,62.87,37,89,3.49
340,Sibolga,ID,2020-08-24 00:11:25,1.74,98.78,76.48,76,53,3.27
341,Aginskoye,RU,2020-08-24 00:11:25,51.1,114.53,56.64,90,98,2.21
342,Christchurch,NZ,2020-08-24 00:11:25,-43.53,172.63,57.0,87,90,9.17
343,Victor Harbor,AU,2020-08-24 00:11:25,-35.57,138.62,50.0,88,67,5.35
344,Saint-Augustin,CA,2020-08-24 00:11:25,51.23,-58.65,58.75,75,72,6.71
345,Haapiti,PF,2020-08-24 00:11:25,-17.57,-149.87,84.2,62,20,6.93
346,Tutoia,BR,2020-08-24 00:11:25,-2.76,-42.27,79.21,79,2,15.95
347,Zhigansk,RU,2020-08-24 00:11:25,66.77,123.37,44.2,75,17,16.2
348,Veraval,IN,2020-08-24 00:11:26,20.9,70.37,81.23,85,100,20.96
349,Phalodi,IN,2020-08-24 00:11:26,27.13,72.37,87.33,64,1,4.34
350,Aden,YE,2020-08-24 00:09:52,12.78,45.04,86.7,62,21,6.13
351,Wanning,CN,2020-08-24 00:11:26,18.8,110.4,81.84,82,99,8.68
352,Manokwari,ID,2020-08-24 00:08:49,-0.87,134.08,79.81,75,68,5.97
353,Ilo,PE,2020-08-24 00:11:26,-17.64,-71.34,58.69,83,78,3.24
354,Abu Zabad,SD,2020-08-24 00:11:26,12.35,29.25,73.0,75,99,9.31
355,Sheffield,GB,2020-08-24 00:08:04,53.38,-1.47,57.0,83,37,1.01
356,Santa Vitoria,BR,2020-08-24 00:11:26,-18.84,-50.12,70.77,53,9,4.36
357,Slobozia,MD,2020-08-24 00:11:26,46.73,29.71,68.0,77,0,4.7
358,Imbituba,BR,2020-08-24 00:11:26,-28.24,-48.67,59.0,100,75,4.7
359,Kautokeino,NO,2020-08-24 00:11:26,69.01,23.04,53.56,90,100,8.34
360,Ciro Marina,IT,2020-08-24 00:11:26,39.37,17.13,79.9,65,0,7.09
361,Tahlequah,US,2020-08-24 00:11:27,35.92,-94.97,87.8,45,1,3.36
362,Znamenskoye,RU,2020-08-24 00:11:27,57.13,73.83,46.78,98,21,4.9
363,Progreso,MX,2020-08-24 00:11:27,21.28,-89.67,77.0,94,90,6.93
364,Salalah,OM,2020-08-24 00:06:33,17.02,54.09,77.0,94,90,6.93
365,Broadstairs,GB,2020-08-24 00:11:27,51.36,1.44,63.0,70,98,3.0
366,Ilhabela,BR,2020-08-24 00:11:27,-23.78,-45.36,62.1,73,8,3.13
367,Onega,RU,2020-08-24 00:11:27,63.91,38.14,57.31,94,67,6.69
368,Mattru,SL,2020-08-24 00:11:27,7.62,-11.83,73.58,97,100,5.19
369,Yakeshi,CN,2020-08-24 00:11:27,49.28,120.73,61.92,86,100,3.13
370,Sosnovka,RU,2020-08-24 00:11:27,56.26,51.28,55.74,94,62,3.15
371,Leningradskiy,RU,2020-08-24 00:11:27,69.38,178.42,44.26,86,98,12.62
372,Kedrovyy,RU,2020-08-24 00:11:27,56.17,91.82,53.6,93,67,2.24
373,Chingirlau,KZ,2020-08-24 00:11:28,51.09,54.08,55.18,82,0,8.37
374,Nanortalik,GL,2020-08-24 00:11:28,60.14,-45.24,44.28,86,0,6.44
375,Buerarema,BR,2020-08-24 00:11:28,-14.96,-39.3,66.88,94,98,4.9
376,Maragogi,BR,2020-08-24 00:11:28,-9.01,-35.22,72.79,81,92,4.5
377,Kotka,FI,2020-08-24 00:11:28,60.47,26.95,57.2,87,59,8.05
378,Kropotkin,RU,2020-08-24 00:11:28,45.44,40.58,59.43,51,0,8.59
379,Severobaykalsk,RU,2020-08-24 00:11:28,55.65,109.32,53.24,93,100,1.19
380,Antalaha,MG,2020-08-24 00:11:28,-14.9,50.28,66.79,86,69,7.18
381,San Jeronimo,PE,2020-08-24 00:11:28,-11.95,-75.28,52.38,56,23,5.37
382,Mitchell,US,2020-08-24 00:09:53,43.71,-98.03,91.63,40,0,9.84
383,Slonim,BY,2020-08-24 00:11:28,53.09,25.32,60.24,92,100,3.44
384,Karratha,AU,2020-08-24 00:11:28,-20.74,116.85,81.0,23,48,2.82
385,Yulara,AU,2020-08-24 00:11:28,-25.24,130.99,59.0,30,0,6.93
386,Kamloops,CA,2020-08-24 00:11:28,50.67,-120.32,75.2,29,90,1.97
387,Saint-Louis,SN,2020-08-24 00:11:29,16.33,-15.0,83.55,69,96,12.93
388,Port Victoria,KE,2020-08-24 00:11:29,0.09,33.98,70.63,76,83,6.17
389,Mayskiy,RU,2020-08-24 00:11:29,47.69,40.1,53.6,54,0,4.47
390,Doha,QA,2020-08-24 00:11:29,25.29,51.53,91.4,84,75,5.82
391,Zeya,RU,2020-08-24 00:11:29,53.75,127.27,57.22,90,100,3.85
392,Camacha,PT,2020-08-24 00:11:29,33.08,-16.33,73.4,78,40,10.29
393,Terrace Bay,CA,2020-08-24 00:11:29,48.78,-87.1,64.58,90,13,1.63
394,Beisfjord,NO,2020-08-24 00:11:29,68.38,17.6,50.0,87,100,20.8
395,Kununurra,AU,2020-08-24 00:11:29,-15.77,128.73,80.6,21,0,3.36
396,Mana,GF,2020-08-24 00:11:29,5.66,-53.78,79.41,84,32,9.17
397,Tilichiki,RU,2020-08-24 00:11:29,60.47,166.1,53.71,61,64,11.1
398,Tura,IN,2020-08-24 00:10:14,25.52,90.22,73.72,97,19,3.98
399,Anse-Bertrand,GP,2020-08-24 00:11:30,16.47,-61.51,82.4,74,26,4.7
400,Taldan,RU,2020-08-24 00:11:30,53.67,124.8,55.08,100,100,8.57
401,Jahanabad,IN,2020-08-24 00:11:30,25.22,84.98,78.8,94,75,2.24
402,Aasiaat,GL,2020-08-24 00:11:30,68.71,-52.87,35.67,84,1,0.94
403,Sur,OM,2020-08-24 00:11:30,22.57,59.53,78.31,81,38,10.38
404,Ilulissat,GL,2020-08-24 00:11:30,69.22,-51.1,42.8,75,0,3.51
405,Bahia De Caraquez,EC,2020-08-24 00:11:30,-0.6,-80.42,73.4,83,75,14.99
406,Juneau,US,2020-08-24 00:11:30,58.3,-134.42,57.99,93,90,4.7
407,Port Macquarie,AU,2020-08-24 00:11:30,-31.43,152.92,60.01,43,0,4.0
408,Spirit River,CA,2020-08-24 00:11:30,55.78,-118.84,68.0,45,40,10.29
409,Carauari,BR,2020-08-24 00:11:30,-4.88,-66.9,75.7,50,6,1.9
410,Da Nang,VN,2020-08-24 00:11:30,16.07,108.22,80.6,88,40,1.12
411,Sakakah,SA,2020-08-24 00:11:30,29.97,40.21,86.0,22,0,6.93
412,Arman,RU,2020-08-24 00:11:31,59.7,150.17,52.47,45,0,9.24
413,Daru,PG,2020-08-24 00:10:03,-9.08,143.21,78.01,70,100,13.51
414,Sao Gabriel Da Cachoeira,BR,2020-08-24 00:11:31,-0.13,-67.09,79.72,64,73,1.39
415,Smithers,CA,2020-08-24 00:09:35,54.78,-127.17,60.8,63,75,2.24
416,Lubbenau,DE,2020-08-24 00:11:31,51.87,13.97,63.0,84,16,1.01
417,Hambantota,LK,2020-08-24 00:11:31,6.12,81.12,78.66,85,52,10.78
418,Richmond Hill,CA,2020-08-24 00:11:31,43.87,-79.44,82.99,60,8,5.01
419,Chernyshevskiy,RU,2020-08-24 00:11:31,63.01,112.47,49.84,54,0,5.84
420,Constantine,DZ,2020-08-24 00:11:31,36.37,6.61,69.8,83,3,4.7
421,Benghazi,LY,2020-08-24 00:10:14,32.12,20.07,78.44,76,0,10.4
422,Talnakh,RU,2020-08-24 00:11:31,69.49,88.4,59.0,77,100,15.66
423,Lang Suan,TH,2020-08-24 00:11:31,9.95,99.08,75.2,94,20,3.27
424,Kloulklubed,PW,2020-08-24 00:11:32,7.04,134.26,84.2,74,75,4.7
425,Barrie,CA,2020-08-24 00:08:37,44.4,-79.67,84.2,48,20,3.36
426,Kahului,US,2020-08-24 00:09:22,20.89,-156.47,93.2,41,40,23.04
427,Yungay,PE,2020-08-24 00:11:32,-9.14,-77.74,59.7,46,52,3.91
428,Opuwo,NA,2020-08-24 00:11:32,-18.06,13.84,54.07,46,1,2.26
429,Korla,CN,2020-08-24 00:11:32,41.76,86.15,80.01,63,0,2.66
430,Machakos,KE,2020-08-24 00:11:32,-1.52,37.27,60.8,87,75,5.82
431,Sembe,CG,2020-08-24 00:11:32,1.65,14.58,70.9,93,100,3.27
432,Atambua,ID,2020-08-24 00:11:32,-9.11,124.89,78.51,37,0,5.08
433,Sola,VU,2020-08-24 00:11:32,-13.88,167.55,81.48,81,84,10.29
434,Saint-Georges,GD,2020-08-24 00:11:32,12.06,-61.75,84.2,83,20,8.7
435,Vanavara,RU,2020-08-24 00:11:33,60.34,102.28,52.99,78,100,4.85
436,Maumere,ID,2020-08-24 00:11:33,-8.62,122.21,79.88,64,47,3.33
437,Mosetse,BW,2020-08-24 00:11:33,-20.75,26.65,54.73,47,0,8.88
438,Ulaangom,MN,2020-08-24 00:11:33,49.98,92.07,58.32,59,100,2.93
439,Alta Floresta,BR,2020-08-24 00:11:33,-9.88,-56.09,80.58,32,1,2.73
440,Manacapuru,BR,2020-08-24 00:11:33,-3.3,-60.62,77.0,83,2,3.36
441,Kumeny,RU,2020-08-24 00:11:33,58.11,49.92,56.25,94,99,5.97
442,Chicama,PE,2020-08-24 00:11:33,-7.84,-79.15,62.01,77,0,5.57
443,Chardara,KZ,2020-08-24 00:11:33,41.25,67.97,80.42,26,68,10.85
444,Sharan,RU,2020-08-24 00:11:33,54.82,54.0,52.56,91,0,3.58
445,Albania,AL,2020-08-24 00:11:33,41.0,20.0,71.6,78,21,2.24
446,Miraflores,MX,2020-08-24 00:11:33,19.22,-98.81,77.0,27,40,13.87
447,Penalva,BR,2020-08-24 00:11:21,-3.29,-45.17,74.61,95,55,3.65
448,Luwuk,ID,2020-08-24 00:11:34,-0.95,122.79,81.48,61,20,3.69
449,Krasnoselkup,RU,2020-08-24 00:11:34,65.7,82.47,52.27,87,76,3.83
450,Waipawa,NZ,2020-08-24 00:11:34,-41.41,175.52,59.0,62,79,21.92
451,Cairns,AU,2020-08-24 00:11:34,-16.92,145.77,77.0,44,33,8.05
452,Komsomolskiy,UZ,2020-08-24 00:11:34,40.43,71.72,71.6,46,0,4.7
453,Tessalit,ML,2020-08-24 00:11:34,20.2,1.01,88.43,42,92,18.75
454,Bonito,BR,2020-08-24 00:11:34,-21.12,-56.48,64.13,75,0,3.31
455,Cam Ranh,VN,2020-08-24 00:11:34,11.92,109.16,84.2,83,20,1.12
456,Bamiantong,CN,2020-08-24 00:11:34,44.93,130.53,70.21,82,100,6.71
457,Atherton,GB,2020-08-24 00:11:34,53.52,-2.49,59.0,88,35,4.0
458,Altay,CN,2020-08-24 00:11:34,47.87,88.12,60.93,42,59,5.3
459,Xuddur,SO,2020-08-24 00:11:34,4.12,43.89,70.34,74,88,19.48
460,Nuuk,GL,2020-08-24 00:11:35,64.18,-51.72,39.2,93,90,2.24
461,Abu Kamal,SY,2020-08-24 00:11:35,34.45,40.92,78.19,23,0,11.83
462,Bontang,ID,2020-08-24 00:11:35,0.13,117.5,78.62,83,29,4.0
463,Takoradi,GH,2020-08-24 00:11:35,4.88,-1.76,74.32,87,18,8.01
464,Tawang,IN,2020-08-24 00:11:35,27.58,91.87,54.91,69,74,3.98
465,Bathsheba,BB,2020-08-24 00:11:35,13.22,-59.52,82.4,78,40,8.05
466,Medicine Hat,CA,2020-08-24 00:10:05,50.05,-110.67,86.0,15,20,10.29
467,Nanakuli,US,2020-08-24 00:11:35,21.39,-158.15,91.4,46,75,9.17
468,Sesheke,ZM,2020-08-24 00:11:35,-17.48,24.3,68.0,45,14,3.36
469,Khandyga,RU,2020-08-24 00:11:35,62.67,135.6,50.61,47,98,4.18
470,Vagur,FO,2020-08-24 00:11:35,61.47,-6.81,49.69,75,11,12.39
471,Duki,PK,2020-08-24 00:11:35,30.15,68.57,82.11,54,0,3.53
472,Interlaken,US,2020-08-24 00:11:36,36.95,-121.73,82.4,73,1,10.29
473,Malumfashi,NG,2020-08-24 00:11:36,11.79,7.62,71.26,90,95,7.65
474,Evensk,RU,2020-08-24 00:11:36,61.95,159.23,51.33,48,97,6.26
475,Kamina,CD,2020-08-24 00:11:36,-8.74,24.99,66.79,51,6,1.5
476,Taloda,IN,2020-08-24 00:11:36,21.57,74.22,76.41,91,100,11.48
477,Kulhudhuffushi,MV,2020-08-24 00:11:36,6.62,73.07,83.44,69,55,7.34
478,Bonthe,SL,2020-08-24 00:11:36,7.53,-12.51,76.17,91,100,9.91
479,Kilimatinde,TZ,2020-08-24 00:11:36,-5.85,34.95,60.44,71,5,2.39
480,Fort Nelson,CA,2020-08-24 00:11:36,58.81,-122.7,59.0,82,90,5.82
481,Cabo San Lucas,MX,2020-08-24 00:11:36,22.89,-109.91,91.4,58,5,10.29
482,Margate,GB,2020-08-24 00:11:36,51.38,1.39,63.0,70,96,3.0
483,Salinopolis,BR,2020-08-24 00:07:29,-0.61,-47.36,80.11,82,77,10.94
484,Botou,CN,2020-08-24 00:11:36,38.07,116.57,68.43,96,99,15.37
485,Nizhneudinsk,RU,2020-08-24 00:11:37,54.91,99.03,54.81,77,98,2.01
486,Paamiut,GL,2020-08-24 00:11:37,61.99,-49.67,42.55,91,16,6.24
487,Ketchikan,US,2020-08-24 00:11:37,55.34,-131.65,57.2,100,90,8.05
488,Kincardine,GB,2020-08-24 00:11:37,56.07,-3.72,53.6,87,90,5.82
489,Buritis,BR,2020-08-24 00:11:37,-15.62,-46.42,67.32,70,21,0.87
490,Bria,CF,2020-08-24 00:11:37,6.54,21.99,67.23,96,100,2.17
491,Sawtell,AU,2020-08-24 00:11:37,-30.38,153.1,60.8,31,0,11.41
492,Foca,TR,2020-08-24 00:11:37,38.67,26.76,75.2,64,0,3.36
493,Rio Grande,BR,2020-08-24 00:11:37,-32.03,-52.1,57.0,90,0,3.0
494,Arlit,NE,2020-08-24 00:11:37,18.74,7.39,89.83,36,100,10.71
495,Alofi,NU,2020-08-24 00:09:46,-19.06,-169.92,80.6,65,40,17.22
496,Awjilah,LY,2020-08-24 00:11:38,29.11,21.29,76.96,56,0,13.13
497,Dawei,MM,2020-08-24 00:11:38,14.08,98.2,76.3,88,90,2.95
498,Locri,IT,2020-08-24 00:11:38,38.24,16.26,80.6,78,40,5.82
499,Kuala Perlis,MY,2020-08-24 00:09:58,6.4,100.13,77.0,100,20,4.12
500,Livramento,BR,2020-08-24 00:11:38,-3.03,-60.18,80.6,83,5,3.36
501,Merauke,ID,2020-08-24 00:11:38,-8.47,140.33,78.46,71,80,12.46
502,Lasa,IT,2020-08-24 00:11:38,46.62,10.7,57.0,87,5,6.93
503,Cedro,BR,2020-08-24 00:11:38,-6.61,-39.06,74.48,33,84,1.68
504,Khorixas,NA,2020-08-24 00:11:38,-20.37,14.97,54.95,38,0,2.33
505,Caconda,AO,2020-08-24 00:11:38,-13.73,15.07,59.58,60,90,3.13
506,Cap Malheureux,MU,2020-08-24 00:11:38,-19.98,57.61,71.01,75,27,5.01
507,Rasht,IR,2020-08-24 00:11:38,37.28,49.58,62.6,100,90,11.41
508,Yei,SS,2020-08-24 00:11:38,4.09,30.68,65.05,96,66,4.05
509,Ugoofaaru,MV,2020-08-24 00:11:39,5.67,73.0,82.65,71,84,5.97
510,Terrace,CA,2020-08-24 00:11:39,54.52,-128.6,57.2,87,90,10.29
511,Halifax,CA,2020-08-24 00:10:27,44.65,-63.57,69.01,65,90,1.01
512,La Ronge,CA,2020-08-24 00:11:39,55.1,-105.28,69.8,56,75,11.41
513,Bilibino,RU,2020-08-24 00:11:39,68.05,166.44,40.66,81,100,3.47
514,Okhotsk,RU,2020-08-24 00:11:39,59.38,143.3,53.98,62,38,4.0
515,Jishou,CN,2020-08-24 00:11:39,28.32,109.72,80.17,81,0,1.45
516,Banda Aceh,ID,2020-08-24 00:11:39,5.56,95.32,79.27,82,85,8.08
517,Vikravandi,IN,2020-08-24 00:11:39,12.03,79.55,79.74,83,100,3.71
518,Rhyl,GB,2020-08-24 00:11:39,53.32,-3.49,60.01,92,14,7.0
519,Sirur,IN,2020-08-24 00:11:39,18.83,74.38,73.94,83,100,11.43
520,Macae,BR,2020-08-24 00:11:40,-22.37,-41.79,62.89,75,16,6.51
521,Poindimie,NC,2020-08-24 00:11:40,-20.93,165.33,78.01,68,60,4.97
522,Galesong,ID,2020-08-24 00:11:40,-5.32,119.37,75.2,57,6,6.93
523,Bongandanga,CD,2020-08-24 00:11:40,1.5,21.05,68.72,95,100,1.77
524,Mogok,MM,2020-08-24 00:11:40,22.92,96.5,66.42,100,84,2.42
525,Siderno,IT,2020-08-24 00:11:40,38.28,16.3,80.6,78,40,5.82
526,Morristown,US,2020-08-24 00:11:40,36.21,-83.29,80.01,74,1,4.7
527,Traverse City,US,2020-08-24 00:11:40,44.76,-85.62,78.8,65,1,3.8
528,Saint-Leu,RE,2020-08-24 00:11:40,-21.15,55.28,66.2,59,2,6.93
529,Dubbo,AU,2020-08-24 00:10:57,-32.25,148.62,48.2,76,0,5.82
530,Manaus,BR,2020-08-24 00:11:40,-3.1,-60.02,80.6,69,20,8.05
531,Meulaboh,ID,2020-08-24 00:11:41,4.14,96.13,76.69,85,83,5.7
532,Houma,US,2020-08-24 00:11:41,29.6,-90.72,82.0,83,40,13.87
533,Saint-Jean-Port-Joli,CA,2020-08-24 00:10:41,47.22,-70.27,66.99,79,32,1.99
534,Fare,PF,2020-08-24 00:11:41,-16.7,-151.02,77.61,77,11,18.61
535,Buzmeyin,TM,2020-08-24 00:11:41,38.05,58.21,77.0,38,75,23.04
536,Coruripe,BR,2020-08-24 00:11:41,-10.13,-36.18,72.41,80,14,5.97
537,Najran,SA,2020-08-24 00:11:41,17.49,44.13,84.2,21,100,3.47
538,Kodinsk,RU,2020-08-24 00:11:41,58.69,99.18,56.95,86,3,1.7
539,Lata,PT,2020-08-24 00:11:41,40.16,-8.33,66.0,94,0,1.92
540,Honningsvag,NO,2020-08-24 00:11:41,70.98,25.97,52.74,94,98,15.23
541,Tiangua,BR,2020-08-24 00:08:24,-3.73,-40.99,66.11,90,55,3.62
542,Russkaya Polyana,UA,2020-08-24 00:11:42,49.42,31.92,63.79,42,0,10.47
543,Aktas,KZ,2020-08-24 00:11:42,49.78,72.96,44.6,93,68,2.24
544,Burns Lake,CA,2020-08-24 00:11:42,54.23,-125.75,62.35,45,100,3.53
545,Cavalcante,BR,2020-08-24 00:11:42,-13.8,-47.46,73.42,52,20,6.96
546,Marsh Harbour,BS,2020-08-24 00:11:42,26.54,-77.06,84.97,78,5,22.35
547,Baghdad,IQ,2020-08-24 00:11:42,33.34,44.4,77.0,36,0,2.24
548,Camopi,GF,2020-08-24 00:11:42,3.17,-52.32,74.12,95,40,3.33
549,Lira,UG,2020-08-24 00:11:42,2.23,32.91,63.01,96,79,1.74
